연번,기업명,영향범주,인증번호,제품군,인증제품명,자원발자국-총량,자원발자국-단위,자원발자국-제조전,자원발자국-제조,자원발자국-사용,자원발자국-폐기,탄소발자국-총량,탄소발자국-단위,탄소발자국-제조전,탄소발자국-제조,탄소발자국-사용,탄소발자국-폐기,오존층영향-총량,오존층영향-단위,오존층영향-제조전,오존층영향-제조,오존층영향-사용,오존층영향-폐기,산성비-총량,산성비-단위,산성비-제조전,산성비-제조,산성비-사용,산성비-폐기,부영양화-총량,부영양화-단위,부영양화-제조전,부영양화-제조,부영양화-사용,부영양화-폐기,광화학 스모그-총량,광화학 스모그-단위,광화학 스모그-제조전,광화학 스모그-제조,광화학 스모그-사용,광화학 스모그-폐기,물발자국-총량,물발자국-단위,물발자국-제조전,물발자국-제조,물발자국-사용,물발자국-폐기,시작,종료
988,한국지역난방공사,저탄소제품,2022-800,생산재,대구지사 열 및 전기에너지[B-C유],0.385,kgSbe/GJ,0.313,0.0714,,,72.9,kgCO2e/GJ,6.28,66.6,,,0.00199,kgCFC-11e/GJ,0.00195,0.0000391,,,0.145,kgSO2e/GJ,0.088,0.0572,,,0.0168,kgPO43-e/GJ,0.00614,0.0106,,,0.0134,kgC2H4e/GJ,0.0101,0.00327,,,0.312,m3H2Oe/GJ,0.173,0.139,,,2022-12-20,2025-12-19
989,한국지역난방공사,저탄소제품,2022-801,생산재,수원지사 열 및 전기에너지[B-C유],0.158,kgSbe/GJ,0.137,0.0206,,,25.5,kgCO2e/GJ,2.19,23.3,,,0.000104,kgCFC-11e/GJ,0.000104,0.000000156,,,0.0644,kgSO2e/GJ,0.0175,0.0469,,,0.00501,kgPO43-e/GJ,0.00218,0.00283,,,0.0476,kgC2H4e/GJ,0.0445,0.003,,,0.0774,m3H2Oe/GJ,0.0549,0.0226,,,2022-12-20,2025-12-19
990,현대제철 주식회사,환경성적,2019-159,생산재,나사형 철근,0.00261,kgSbe/kg,0.000367,0.00224,,,0.451,kgCO2e/kg,0.0924,0.359,,,0.0000141,kgCFC-11e/kg,0.0000141,,,,0.00116,kgSO2e/kg,0.000339,0.000817,,,0.000342,kgPO43-e/kg,0.000198,0.000144,,,0.000121,kgC2H4e/kg,0.0000715,0.0000496,,,0.00534,m3H2Oe/kg,0.000256,0.00509,,,2022-12-23,2025-09-26
991,현대제철 주식회사,환경성적,2019-158,생산재,형강(H형강 말뚝),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
992,현대제철 주식회사,환경성적,2019-158,생산재,형강(무늬 H형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
993,현대제철 주식회사,환경성적,2019-158,생산재,형강(등변 ㄱ형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
994,현대제철 주식회사,환경성적,2019-158,생산재,형강(부등변 ㄱ형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
995,현대제철 주식회사,환경성적,2019-158,생산재,형강(부등변 부등후 ㄱ형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
996,현대제철 주식회사,환경성적,2019-158,생산재,형강(강널말뚝),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
997,현대제철 주식회사,환경성적,2019-158,생산재,형강(I형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
998,현대제철 주식회사,환경성적,2019-158,생산재,형강(광산지보용 I형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
999,현대제철 주식회사,환경성적,2019-158,생산재,형강(ㄷ형강),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
1000,현대제철 주식회사,환경성적,2019-158,생산재,형강(평행채널),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
1001,현대제철 주식회사,환경성적,2019-158,생산재,형강(철도레일),0.00308,kgSbe/kg,0.000302,0.00278,,,0.514,kgCO2e/kg,0.0635,0.451,,,0.0000133,kgCFC-11e/kg,0.0000133,,,,0.00135,kgSO2e/kg,0.000347,0.00101,,,0.000282,kgPO43-e/kg,0.000109,0.000173,,,0.000139,kgC2H4e/kg,0.0000693,0.0000697,,,0.00594,m3H2Oe/kg,0.000334,0.00561,,,2022-12-23,2025-09-26
1002,정도산업 주식회사,환경성적,2023-002,생산재,"레디믹스트 콘크리트[25-24-150, 충청도]",0.732,kgSb/m³,0.722,0.0104,,,266,kgCO₂/m³,265,1.64,,,0.0136,kgCFC-11/m³,0.0136,0.00000175,,,0.264,kgSO₂/m³,0.261,0.00278,,,0.0459,kgPO₄³-/m³,0.0454,0.000517,,,0.0457,kgC₂H₄/m³,0.0457,0.0000118,,,0.445,m³H₂O/m³,0.359,0.0862,,,2023-01-31,2026-01-30
1003,주식회사 하우테크,저탄소제품,2019-197,생산재,"HT 페놀폼보드[준불연, 경질발포 플라스틱 단열재, I종 A]",1.19,kgSb/m³,1.07,0.116,,,90.5,kgCO₂/m³,72.1,18.4,,,0.0157,kgCFC-11/m³,0.00667,0.00901,,,0.484,kgSO₂/m³,0.418,0.0669,,,0.116,kgPO₄³-/m³,0.103,0.0134,,,3.75,kgC₂H₄/m³,0.222,3.53,,,2.48,m³H₂O/m³,2.41,0.0735,,,2022-11-28,2025-11-27
1004,주식회사 석진알앤에이,환경성적,2023-005,생산재,"레디믹스트 콘크리트[25-18-80, 충청도]",0.457,kgSb/m³,0.449,0.00809,,,197,kgCO₂/m³,195,1.27,,,0.0144,kgCFC-11/m³,0.0144,,,,0.387,kgSO₂/m³,0.384,0.00313,,,0.0738,kgPO₄³-/m³,0.0734,0.000444,,,0.0432,kgC₂H₄/m³,0.0431,0.0000781,,,0.439,m³H₂O/m³,0.361,0.0773,,,2023-01-31,2026-01-30
1005,건설하이콘(주),저탄소제품,2023-006,생산재,"레디믹스트 콘크리트[25-21-150,수도권]",0.607,kgSb/m³,0.597,0.0106,,,211,kgCO₂/m³,209,1.67,,,0.0115,kgCFC-11/m³,0.0115,,,,0.332,kgSO₂/m³,0.327,0.00408,,,0.057,kgPO₄³-/m³,0.0564,0.000585,,,0.0551,kgC₂H₄/m³,0.055,0.000104,,,0.417,m³H₂O/m³,0.308,0.109,,,2023-01-31,2026-01-30
1006,건설하이콘(주),저탄소제품,2023-007,생산재,"레디믹스트 콘크리트[25-24-150,수도권]",0.659,kgSb/m³,0.646,0.0124,,,231,kgCO₂/m³,229,1.95,,,0.00875,kgCFC-11/m³,0.00875,,,,0.363,kgSO₂/m³,0.358,0.00494,,,0.0601,kgPO₄³-/m³,0.0594,0.00069,,,0.0548,kgC₂H₄/m³,0.0547,0.000134,,,0.466,m³H₂O/m³,0.345,0.121,,,2023-01-31,2026-01-30
1007,건설하이콘(주),저탄소제품,2023-008,생산재,"레디믹스트 콘크리트[25-27-150,수도권]",0.719,kgSb/m³,0.706,0.0139,,,253,kgCO₂/m³,251,2.18,,,0.036,kgCFC-11/m³,0.036,,,,0.352,kgSO₂/m³,0.347,0.00548,,,0.0627,kgPO₄³-/m³,0.0619,0.00077,,,0.0547,kgC₂H₄/m³,0.0545,0.000147,,,0.501,m³H₂O/m³,0.367,0.134,,,2023-01-31,2026-01-30
1008,건설하이콘(주),저탄소제품,2023-009,생산재,"레디믹스트 콘크리트[25-30-150,수도권]",0.719,kgSb/m³,0.707,0.0123,,,254,kgCO₂/m³,252,1.93,,,0.00895,kgCFC-11/m³,0.00895,,,,0.383,kgSO₂/m³,0.378,0.00501,,,0.0628,kgPO₄³-/m³,0.0621,0.000689,,,0.0555,kgC₂H₄/m³,0.0553,0.000142,,,0.49,m³H₂O/m³,0.375,0.115,,,2023-01-31,2026-01-30
1009,대성쎌틱에너시스(주),환경성적,2023-010,에너지사용,가정용 보일러(DNC1-22N FO LNG),184,kgSb/대,3.2,0.0423,181,0.0562,32100,kgCO₂/대,51.1,6.66,32100,12.4,0.00152,kgCFC-11/대,0.0000363,0.00136,0.00013,0.000000719,116,kgSO₂/대,1.69,0.0203,114,0.0313,18.6,kgPO₄³-/대,0.806,0.00384,17.8,0.0104,20.8,kgC₂H₄/대,0.377,0.00263,20.4,0.00491,20.6,m³H₂O/대,5.35,0.158,15.1,0.00689,2023-01-31,2026-01-30
1010,대성쎌틱에너시스(주),환경성적,2023-011,에너지사용,가정용 보일러(DNC1-15D FO LNG),120,kgSb/대,3.2,0.0415,117,0.056,20800,kgCO₂/대,50.8,6.53,20800,12.4,0.00147,kgCFC-11/대,0.0000362,0.00135,0.0000834,0.000000716,64.6,kgSO₂/대,1.69,0.0199,62.9,0.0312,10.3,kgPO₄³-/대,0.806,0.00379,9.47,0.0104,13.5,kgC₂H₄/대,0.377,0.00254,13.1,0.00489,17.4,m³H₂O/대,5.34,0.158,11.9,0.00685,2023-01-31,2026-01-30
1011,대성쎌틱에너시스(주),환경성적,2023-012,에너지사용,가정용 보일러(DNC1-18D FO LNG),148,kgSb/대,3.2,0.042,145,0.0562,25700,kgCO₂/대,51.1,6.61,25600,12.4,0.00154,kgCFC-11/대,0.0000363,0.0014,0.000104,0.000000719,80.5,kgSO₂/대,1.69,0.0201,78.7,0.0313,12.7,kgPO₄³-/대,0.806,0.00382,11.9,0.0104,16.6,kgC₂H₄/대,0.377,0.00264,16.2,0.00491,18.7,m³H₂O/대,5.35,0.158,13.2,0.00689,2023-01-31,2026-01-30
1012,대성쎌틱에너시스(주),환경성적,2023-013,에너지사용,가정용 보일러(DNC1-27N FO LNG),226,kgSb/대,3.23,0.0421,223,0.0571,39700,kgCO₂/대,54.1,6.64,39600,12.7,0.00138,kgCFC-11/대,0.0000365,0.00118,0.000161,0.000000732,108,kgSO₂/대,1.71,0.0205,106,0.0318,16.3,kgPO₄³-/대,0.775,0.00385,15.5,0.0106,25.5,kgC₂H₄/대,0.379,0.00246,25.2,0.005,24.6,m³H₂O/대,5.86,0.158,18.6,0.00703,2023-01-31,2026-01-30
1013,대성쎌틱에너시스(주),환경성적,2023-014,에너지사용,가정용 보일러(DNC1-32N FO LNG),272,kgSb/대,3.5,0.0448,268,0.0657,47700,kgCO₂/대,61.8,7.08,47700,13.7,0.00199,kgCFC-11/대,0.0000374,0.00176,0.000194,0.000000846,170,kgSO₂/대,1.87,0.0208,169,0.0362,28,kgPO₄³-/대,1.83,0.00398,26.2,0.012,30.8,kgC₂H₄/대,0.411,0.00328,30.4,0.00574,26.9,m³H₂O/대,6.07,0.159,20.7,0.00813,2023-01-31,2026-01-30
1014,프라임에너텍(주),저탄소제품,2019-227,생산재,프라임셀 준불연,5.34,kgSbe/m3,5.33,0.0183,,,71.4,kgCO2e/m3,67.8,3.57,,,0.000376,kgCFC-11e/m3,0.000376,,,,1.66,kgSO2e/m3,1.65,0.00572,,,1.03,kgPO43-e/m3,1.03,0.00101,,,0.342,kgC2H4e/m3,0.342,0.000137,,,0.94,m3H2Oe/m3,0.909,0.0303,,,2022-11-28,2025-11-27
1015,제일E&S주식회사,저탄소제품,2023-015,생산재,Leakblok-P200,0.0882,kgSb/m²,0.0833,0.0049,,,11.4,kgCO₂/m²,9.78,1.61,,,0.000238,kgCFC-11/m²,0.000238,,,,0.0584,kgSO₂/m²,0.0566,0.00176,,,0.0629,kgPO₄³-/m²,0.0626,0.000308,,,0.0114,kgC₂H₄/m²,0.0111,0.000231,,,0.0702,m³H₂O/m²,0.0644,0.00576,,,2023-01-31,2026-01-30
1016,(주)대창스틸,저탄소제품,2023-018,생산재,"A2-OA500C[500x500x26T, SP형]",0.0611,kgSb/개,0.0547,0.00645,,,15.2,kgCO₂/개,14.1,1.05,,,0.000083,kgCFC-11/개,0.000083,,,,0.0214,kgSO₂/개,0.0193,0.00206,,,0.0294,kgPO₄³-/개,0.0291,0.000353,,,0.00252,kgC₂H₄/개,0.00234,0.000185,,,0.0514,m³H₂O/개,0.0405,0.0109,,,2023-01-31,2026-01-30
1017,(주)대창스틸,저탄소제품,2023-019,생산재,"A2-AF600C[600x600x35T, R형]",0.106,kgSb/개,0.0968,0.00932,,,21.6,kgCO₂/개,20.1,1.5,,,0.000188,kgCFC-11/개,0.000188,,,,0.0339,kgSO₂/개,0.0311,0.0028,,,0.0332,kgPO₄³-/개,0.0327,0.000493,,,0.00598,kgC₂H₄/개,0.00581,0.000172,,,0.199,m³H₂O/개,0.182,0.017,,,2023-01-31,2026-01-30
1018,세기레미콘(주),저탄소제품,2023-020,생산재,"레디믹스트 콘크리트 [25-18-120, 제주도]",0.711,kgSb/m³,0.7,0.0106,,,240,kgCO₂/m³,238,1.86,,,0.0226,kgCFC-11/m³,0.0226,,,,0.33,kgSO₂/m³,0.324,0.00567,,,0.0517,kgPO₄³-/m³,0.0507,0.00102,,,0.0613,kgC₂H₄/m³,0.0612,0.000105,,,0.535,m³H₂O/m³,0.413,0.122,,,2023-01-31,2026-01-30
1019,세기레미콘(주),저탄소제품,2023-021,생산재,"레디믹스트 콘크리트 [25-21-120, 제주도]",0.794,kgSb/m³,0.783,0.0107,,,273,kgCO₂/m³,271,1.88,,,0.0228,kgCFC-11/m³,0.0228,,,,0.353,kgSO₂/m³,0.347,0.0057,,,0.0553,kgPO₄³-/m³,0.0543,0.00102,,,0.0641,kgC₂H₄/m³,0.064,0.000105,,,0.535,m³H₂O/m³,0.411,0.124,,,2023-01-31,2026-01-30
1020,세기레미콘(주),저탄소제품,2023-022,생산재,"레디믹스트 콘크리트 [25-24-120, 제주도]",0.759,kgSb/m³,0.75,0.00982,,,260,kgCO₂/m³,258,1.73,,,0.0224,kgCFC-11/m³,0.0224,,,,0.339,kgSO₂/m³,0.333,0.00545,,,0.0532,kgPO₄³-/m³,0.0522,0.000975,,,0.0622,kgC₂H₄/m³,0.0621,0.000104,,,0.561,m³H₂O/m³,0.436,0.125,,,2023-01-31,2026-01-30
1021,세기레미콘(주),저탄소제품,2023-023,생산재,"레디믹스트 콘크리트 [25-27-150, 제주도]",0.861,kgSb/m³,0.851,0.0103,,,299,kgCO₂/m³,297,1.81,,,0.0226,kgCFC-11/m³,0.0226,,,,0.371,kgSO₂/m³,0.366,0.00557,,,0.0581,kgPO₄³-/m³,0.0571,0.000997,,,0.0659,kgC₂H₄/m³,0.0658,0.000105,,,0.598,m³H₂O/m³,0.471,0.128,,,2023-01-31,2026-01-30
1022,(주)건설레미콘,저탄소제품,2023-025,생산재,"레디믹스트 콘크리트[25-21-150,수도권]",0.665,kgSb/m³,0.652,0.0124,,,236,kgCO₂/m³,234,1.96,,,0.006,kgCFC-11/m³,0.006,,,,0.291,kgSO₂/m³,0.288,0.00334,,,0.0412,kgPO₄³-/m³,0.0406,0.000618,,,0.0297,kgC₂H₄/m³,0.0297,0.0000169,,,0.7,m³H₂O/m³,0.606,0.094,,,2023-01-31,2026-01-30
1023,(주)건설레미콘,저탄소제품,2023-026,생산재,"레디믹스트 콘크리트[25-24-150,수도권]",0.778,kgSb/m³,0.767,0.011,,,280,kgCO₂/m³,278,1.74,,,0.00718,kgCFC-11/m³,0.00718,,,,0.323,kgSO₂/m³,0.32,0.00296,,,0.0466,kgPO₄³-/m³,0.046,0.000547,,,0.0336,kgC₂H₄/m³,0.0336,0.000015,,,0.734,m³H₂O/m³,0.646,0.0879,,,2023-01-31,2026-01-30
1024,(주)건설레미콘,저탄소제품,2023-027,생산재,"레디믹스트 콘크리트[25-27-150,수도권]",0.859,kgSb/m³,0.847,0.0115,,,311,kgCO₂/m³,309,1.82,,,0.00801,kgCFC-11/m³,0.00801,,,,0.346,kgSO₂/m³,0.343,0.0031,,,0.0504,kgPO₄³-/m³,0.0499,0.000574,,,0.0364,kgC₂H₄/m³,0.0364,0.0000158,,,0.767,m³H₂O/m³,0.676,0.0907,,,2023-01-31,2026-01-30
1025,(주)건설레미콘,환경성적,2019-278,생산재,"레디믹스트 콘크리트[25-30-150,수도권]",0.952,kgSb/m³,0.94,0.0115,,,347,kgCO₂/m³,345,1.82,,,0.00897,kgCFC-11/m³,0.00897,,,,0.373,kgSO₂/m³,0.37,0.0031,,,0.0549,kgPO₄³-/m³,0.0543,0.000575,,,0.0396,kgC₂H₄/m³,0.0396,0.0000159,,,0.799,m³H₂O/m³,0.708,0.0916,,,2022-12-20,2025-12-19
1026,주식회사 포스코,환경성적,2023-033,생산재,열연강판,7.88,kgSb/ton,3.62,4.26,,,2060,kgCO₂/ton,83.5,1980,,,0.0589,kgCFC-11/ton,0.00123,0.0577,,,2.67,kgSO₂/ton,1.3,1.36,,,4.34,kgPO₄³-/ton,3.54,0.802,,,0.538,kgC₂H₄/ton,0.255,0.283,,,4,m³H₂O/ton,0.781,3.22,,,2023-01-31,2026-01-30
1027,주식회사 포스코,환경성적,2023-034,생산재,산세강판,8.05,kgSb/ton,3.92,4.12,,,2190,kgCO₂/ton,68.3,2120,,,0.0624,kgCFC-11/ton,0.00132,0.0611,,,2.49,kgSO₂/ton,1.38,1.11,,,4.64,kgPO₄³-/ton,3.87,0.765,,,0.549,kgC₂H₄/ton,0.267,0.282,,,4.41,m³H₂O/ton,0.836,3.58,,,2023-01-31,2026-01-30
1028,주식회사 포스코,환경성적,2023-035,생산재,냉연강판,8.35,kgSb/ton,3.76,4.58,,,2320,kgCO₂/ton,85.7,2240,,,0.0589,kgCFC-11/ton,0.00128,0.0576,,,2.79,kgSO₂/ton,1.36,1.44,,,4.52,kgPO₄³-/ton,3.68,0.838,,,0.555,kgC₂H₄/ton,0.265,0.29,,,5.88,m³H₂O/ton,0.8,5.08,,,2023-01-31,2026-01-30
1029,주식회사 포스코,환경성적,2023-036,생산재,용융아연도금강판,8.36,kgSb/ton,4.04,4.32,,,2740,kgCO₂/ton,152,2590,,,0.0625,kgCFC-11/ton,0.00134,0.0611,,,2.63,kgSO₂/ton,1.45,1.18,,,4.61,kgPO₄³-/ton,3.84,0.767,,,0.588,kgC₂H₄/ton,0.288,0.3,,,7.03,m³H₂O/ton,0.849,6.18,,,2023-01-31,2026-01-30
1030,주식회사 포스코,환경성적,2023-037,생산재,합금화용융아연도금강판,8.52,kgSb/ton,4.15,4.37,,,2840,kgCO₂/ton,156,2690,,,0.0625,kgCFC-11/ton,0.00138,0.0611,,,2.68,kgSO₂/ton,1.49,1.18,,,4.73,kgPO₄³-/ton,3.95,0.785,,,0.593,kgC₂H₄/ton,0.296,0.297,,,8.13,m³H₂O/ton,0.872,7.25,,,2023-01-31,2026-01-30
1031,주식회사 포스코,환경성적,2023-038,생산재,전기아연도금강판,9.1,kgSb/ton,3.69,5.41,,,2860,kgCO₂/ton,112,2750,,,0.0544,kgCFC-11/ton,0.00129,0.0531,,,3.29,kgSO₂/ton,1.38,1.91,,,4.51,kgPO₄³-/ton,3.55,0.961,,,0.605,kgC₂H₄/ton,0.271,0.334,,,9.1,m³H₂O/ton,0.786,8.32,,,2023-01-31,2026-01-30
1032,주식회사 포스코,환경성적,2023-039,생산재,전기강판,11.7,kgSb/ton,3.78,7.95,,,3550,kgCO₂/ton,160,3390,,,0.0481,kgCFC-11/ton,0.00137,0.0467,,,4.3,kgSO₂/ton,1.48,2.81,,,4.75,kgPO₄³-/ton,3.54,1.2,,,0.81,kgC₂H₄/ton,0.298,0.512,,,11.7,m³H₂O/ton,0.829,10.9,,,2023-01-31,2026-01-30
1033,주식회사 포스코,환경성적,2023-040,생산재,스테인레스 강판(오스테나이트계),6.07,kgSb/ton,3.98,2.09,,,2930,kgCO₂/ton,711,2220,,,0.0538,kgCFC-11/ton,0.00711,0.0467,,,6.42,kgSO₂/ton,4.31,2.11,,,1.4,kgPO₄³-/ton,1.15,0.246,,,0.768,kgC₂H₄/ton,0.542,0.226,,,8.35,m³H₂O/ton,1.58,6.77,,,2023-01-31,2026-01-30
1034,주식회사 포스코,환경성적,2023-041,생산재,스테인레스 강판(페라이트계),9.69,kgSb/ton,3.27,6.42,,,3150,kgCO₂/ton,210,2940,,,0.0487,kgCFC-11/ton,0.00203,0.0467,,,3.9,kgSO₂/ton,1.33,2.56,,,3.95,kgPO₄³-/ton,2.93,1.02,,,0.691,kgC₂H₄/ton,0.271,0.42,,,8.29,m³H₂O/ton,0.713,7.58,,,2023-01-31,2026-01-30
1035,주식회사 금성인슈텍,저탄소제품,2023-042,생산재,준불연 경질 폴리우레탄 폼 단열재,1.4,kgSb/m³,1.36,0.0399,,,145,kgCO₂/m³,139,5.84,,,0.00483,kgCFC-11/m³,0.00452,0.000316,,,0.691,kgSO₂/m³,0.679,0.0126,,,0.505,kgPO₄³-/m³,0.503,0.002,,,0.248,kgC₂H₄/m³,0.247,0.000798,,,2.57,m³H₂O/m³,2.51,0.0575,,,2023-01-31,2026-01-30
1036,주식회사 금성인슈텍,저탄소제품,2023-043,생산재,경질 폴리우레탄 폼 단열재[2종2호],1.14,kgSb/m³,1.11,0.0362,,,116,kgCO₂/m³,110,5.29,,,0.0039,kgCFC-11/m³,0.00369,0.000212,,,0.55,kgSO₂/m³,0.539,0.0114,,,0.395,kgPO₄³-/m³,0.393,0.00181,,,0.208,kgC₂H₄/m³,0.207,0.000625,,,1.98,m³H₂O/m³,1.93,0.0525,,,2023-01-31,2026-01-30
1037,주식회사 금성인슈텍,저탄소제품,2023-044,생산재,경질 폴리우레탄 폼 단열재[2종1호],1.28,kgSb/m³,1.24,0.0339,,,133,kgCO₂/m³,128,4.95,,,0.00448,kgCFC-11/m³,0.00431,0.000177,,,0.644,kgSO₂/m³,0.633,0.0107,,,0.467,kgPO₄³-/m³,0.466,0.0017,,,0.224,kgC₂H₄/m³,0.223,0.000559,,,2.33,m³H₂O/m³,2.28,0.0492,,,2023-01-31,2026-01-30
1038,주식회사 금성인슈텍,저탄소제품,2023-045,생산재,경질 폴리우레탄 폼 단열재[1종3호],1.18,kgSb/m³,1.15,0.0362,,,119,kgCO₂/m³,114,5.27,,,0.004,kgCFC-11/m³,0.0038,0.000205,,,0.567,kgSO₂/m³,0.555,0.0116,,,0.406,kgPO₄³-/m³,0.403,0.00323,,,0.218,kgC₂H₄/m³,0.217,0.00068,,,2.03,m³H₂O/m³,1.98,0.0518,,,2023-01-31,2026-01-30
1039,신성레미콘 주식회사,환경성적,2023-048,생산재,"레디믹스트 콘크리트[25-24-150,수도권]",0.762,kgSb/m³,0.743,0.0188,,,263,kgCO₂/m³,260,2.95,,,0.0155,kgCFC-11/m³,0.0155,,,,0.355,kgSO₂/m³,0.347,0.00767,,,0.0631,kgPO₄³-/m³,0.062,0.00106,,,0.0641,kgC₂H₄/m³,0.0638,0.00023,,,0.446,m³H₂O/m³,0.375,0.0715,,,2023-01-31,2026-01-30
1040,신성레미콘 주식회사,환경성적,2023-049,생산재,"레디믹스트 콘크리트[25-18-150,수도권]",0.742,kgSb/m³,0.724,0.0176,,,255,kgCO₂/m³,252,2.76,,,0.0155,kgCFC-11/m³,0.0155,0.000000017,,,0.351,kgSO₂/m³,0.344,0.00724,,,0.0627,kgPO₄³-/m³,0.0617,0.000991,,,0.064,kgC₂H₄/m³,0.0638,0.000216,,,0.461,m³H₂O/m³,0.377,0.0838,,,2023-01-31,2026-01-30
1041,신성레미콘 주식회사,환경성적,2023-050,생산재,"레디믹스트 콘크리트[25-21-150,수도권]",0.618,kgSb/m³,0.603,0.0145,,,202,kgCO₂/m³,200,2.28,,,0.0156,kgCFC-11/m³,0.0156,,,,0.32,kgSO₂/m³,0.314,0.00625,,,0.0578,kgPO₄³-/m³,0.0569,0.000829,,,0.0654,kgC₂H₄/m³,0.0652,0.000191,,,0.375,m³H₂O/m³,0.313,0.0622,,,2023-01-31,2026-01-30
1042,신성레미콘 주식회사,환경성적,2023-051,생산재,"레디믹스트 콘크리트[25-27-150,수도권]",0.897,kgSb/m³,0.875,0.0212,,,314,kgCO₂/m³,310,3.34,,,0.0156,kgCFC-11/m³,0.0156,0.000000018,,,0.395,kgSO₂/m³,0.386,0.00852,,,0.0695,kgPO₄³-/m³,0.0683,0.00119,,,0.0681,kgC₂H₄/m³,0.0678,0.000256,,,0.502,m³H₂O/m³,0.423,0.0788,,,2023-01-31,2026-01-30
